student,exercise
1256,"[6, 9, 10, 12, 15, 16, 19, 20]"
1257,"[6, 7, 10, 11, 15, 18]"
1258,"[9, 10, 11, 13, 15, 18, 19, 20]"
1259,"[6, 7, 10, 11, 12, 15, 19, 20]"
1260,"[7, 10, 11, 14, 15, 19, 20]"
1261,"[6, 7, 10, 18, 20]"
1262,"[9, 10, 20, 15]"
1263,"[9, 19, 6]"
1264,"[5, 10, 12, 15, 16, 19]"
1265,"[6, 8, 10, 14, 15, 17, 19, 20]"
1266,[20]
1267,"[6, 9, 10, 11, 15, 18, 19, 20]"
1268,"[5, 6, 7, 10, 12, 15, 16, 19]"
1269,"[2, 9, 10, 18, 19]"
1270,"[4, 8, 10, 17, 19]"
1271,"[1, 9, 10, 15, 18, 19, 20]"
1272,"[6, 8, 10, 14, 17, 19, 20]"
1273,"[6, 7, 9, 19, 20]"
1274,"[6, 7, 9, 10, 15, 18, 19, 20]"
1275,"[19, 20, 14]"
1276,"[6, 10, 16, 18, 20]"
1277,"[1, 14, 15, 16, 19, 20]"
1278,"[5, 6, 7, 10, 12, 15, 19, 20]"
1279,"[6, 7, 9, 15, 18, 19, 20]"
1280,"[6, 7, 10, 12, 15, 16, 19, 20]"
1281,"[7, 10, 15, 19, 20]"
1282,[10]
1283,"[8, 20, 14]"
1284,"[1, 6, 10, 15, 16, 19]"
1285,"[5, 6, 7, 10, 12, 15, 19, 20]"
1286,"[1, 6, 7, 10, 15, 16, 19, 20]"
1287,"[6, 8, 10, 14, 15, 17, 19, 20]"
1288,"[6, 9, 10, 15, 16, 18, 19, 20]"
1289,"[16, 10, 11]"
1290,"[6, 12, 15, 19, 20]"
1291,"[7, 8, 10, 14, 15, 17, 18, 20]"
1292,"[9, 18, 10]"
1293,"[1, 10, 11, 15, 16, 20]"
1294,"[6, 10, 14, 15, 16, 19]"
1295,"[6, 7, 15, 16, 18, 19, 20]"
1296,"[6, 9, 10, 15, 16, 18, 19]"
1297,"[6, 9, 10, 15, 16, 18, 19, 20]"
1298,"[7, 9, 18, 19, 20]"
1299,[18]
1300,"[2, 6, 9, 10, 15, 18, 19, 20]"
1301,"[1, 6, 10, 15, 16, 18, 19, 20]"
1302,"[6, 9, 10, 11, 15, 19, 20]"
1303,[9]
1304,"[6, 9, 10, 15, 16, 18, 20]"
1305,"[10, 14, 15, 16, 17, 19, 20]"
1306,"[6, 7, 9, 10, 15, 18, 19]"
1307,"[8, 10, 15, 17, 19]"
1308,"[16, 17, 4, 14]"
1309,"[6, 9, 10, 11, 12, 19, 20]"
1310,"[14, 15, 16, 17, 19, 20]"
1311,"[1, 6, 10, 15, 16, 18, 19, 20]"
1312,"[2, 6, 9, 10, 15, 18, 19, 20]"
1313,"[9, 10, 15, 16, 20]"
1314,"[6, 9, 10, 11, 18, 19, 20]"
1315,"[6, 9, 10, 15, 16, 19, 20]"
1316,"[16, 10, 4, 15]"
1317,"[6, 9, 15, 18, 20]"
1318,"[1, 10, 16, 19, 20]"
1319,"[1, 6, 10, 15, 16]"
1320,"[9, 10, 11, 12, 15, 19, 20]"
1321,"[6, 9, 10, 15, 16, 18, 19, 20]"
1322,"[1, 9, 10, 14, 15, 18, 19, 20]"
1323,"[10, 2]"
1324,"[8, 10, 19, 14]"
1325,"[4, 8, 10, 14, 17, 19, 20]"
1326,"[6, 9, 10, 15, 18, 19, 20]"
1327,"[6, 9, 10, 11, 15]"
1328,"[1, 10, 11, 15, 16, 18, 19, 20]"
1329,"[6, 7, 15, 16, 18, 19]"
1330,"[6, 7, 8, 10, 14, 15, 19, 20]"
1331,"[6, 10, 15, 18, 19]"
1332,"[5, 6, 7, 10, 12, 15, 16]"
1333,"[7, 9, 10, 14, 19, 20]"
1334,"[18, 19, 6]"
1335,"[10, 14, 15, 16, 17, 19, 20]"
1336,"[6, 9, 10, 12, 15, 16, 19, 20]"
1337,"[6, 9, 10, 11, 15, 18, 19, 20]"
1338,"[9, 10, 13, 15, 16, 18, 19, 20]"
1339,"[1, 4, 8, 15, 16, 19, 20]"
1340,"[9, 10, 15]"
1341,"[16, 9, 6, 15]"
1342,"[6, 11, 15, 19, 20]"
1343,"[6, 9, 10, 11, 15, 19, 20]"
1344,"[2, 6, 9, 10, 15, 18, 20]"
1345,"[6, 7, 10, 12, 15, 16, 19, 20]"
1346,"[6, 7, 10, 12, 15, 16, 19, 20]"
1347,"[9, 10, 15, 16, 18]"
1348,"[10, 11, 13, 15, 18, 20]"
1349,"[2, 6, 9, 10, 15, 18, 19, 20]"
1350,"[6, 9, 10, 15, 16, 18, 19]"
1351,"[6, 9, 10, 15, 16, 18, 19, 20]"
1352,"[6, 9, 10, 11, 15, 18, 19, 20]"
1353,"[6, 7, 10, 15, 16, 19, 20]"
1354,"[6, 10, 15, 16, 19, 20]"
1355,"[6, 10, 15, 18, 20]"
1356,"[6, 10, 11, 12, 15, 16, 19, 20]"
1357,"[6, 9, 10, 15, 16, 18, 19, 20]"
1358,"[10, 15]"
1359,"[4, 8, 10, 14, 15, 17, 19, 20]"
1360,"[2, 7, 9, 10, 18, 19, 20]"
1361,"[6, 9, 10, 15, 19]"
1362,"[1, 10, 15]"
1363,"[10, 20, 7, 15]"
1364,"[6, 15, 18, 19, 20]"
1365,"[4, 10, 14, 15, 19, 20]"
1366,"[1, 6, 9, 10, 15, 16, 19, 20]"
1367,"[1, 6, 10, 15, 16, 17, 19, 20]"
1368,"[6, 9, 15, 18, 19]"
1369,"[6, 9, 10, 12, 15]"
1370,"[1, 7, 10, 12, 16]"
1371,"[2, 7, 9, 10, 15, 19, 20]"
1372,"[2, 6, 9, 10, 18, 19, 20]"
1373,"[6, 8, 14, 15, 17, 19, 20]"
1374,"[1, 7, 12, 15, 19]"
1375,"[6, 10, 11, 12, 15, 16, 19, 20]"
1376,"[6, 9, 10, 11, 15, 18, 19, 20]"
1377,[16]
1378,"[6, 7, 9, 10, 15, 18, 20]"
1379,"[2, 3, 9, 10, 13, 15, 18, 20]"
1380,"[18, 4, 14, 15]"
1381,"[1, 6, 15, 16, 18, 19, 20]"
1382,"[10, 15, 16, 19, 20]"
1383,"[8, 14, 15, 19, 20]"
1384,"[1, 10, 11, 14, 15, 18, 19, 20]"
1385,"[1, 9, 10, 16, 18, 20]"
1386,"[2, 19, 20, 15]"
1387,"[6, 7, 9, 10, 15, 18, 19, 20]"
1388,"[10, 20, 6]"
1389,"[8, 11, 15, 17, 18, 20]"
1390,"[18, 9, 10, 19]"
1391,"[1, 6, 16, 18, 19, 20]"
1392,"[9, 13]"
1393,"[5, 6, 10, 12, 15]"
1394,"[9, 10, 12, 16, 18]"
1395,"[6, 9, 10, 15, 16, 18, 19, 20]"
1396,"[6, 9, 10, 19, 20]"
1397,"[6, 12, 18, 19, 20]"
1398,"[2, 6, 9, 10, 15, 19, 20]"
1399,"[8, 1, 10, 19]"
1400,"[1, 6, 9, 10, 15, 16, 19, 20]"
1401,"[1, 20, 15]"
1402,"[6, 9, 10, 12, 15, 16, 19, 20]"
1403,"[7, 9, 10, 12, 15, 18, 19, 20]"
1404,"[1, 4, 8, 10, 15, 17, 20]"
1405,"[16, 10, 12, 6]"
1406,"[4, 8, 10, 14, 17, 19, 20]"
1407,"[6, 10, 11, 15, 19, 20]"
1408,"[19, 15]"
1409,"[6, 7, 9, 10, 12, 15, 19, 20]"
1410,"[4, 8, 10, 14, 15, 17, 19, 20]"
1411,"[9, 10, 15, 18, 19, 20]"
1412,"[1, 10, 11, 15, 17, 19]"
1413,"[2, 9, 10, 13, 15, 18, 19, 20]"
1414,[6]
1415,"[5, 6, 12, 15, 20]"
1416,"[9, 16, 18, 19, 20]"
1417,"[7, 9, 11, 12, 19]"
1418,"[2, 6, 9, 10, 18, 19]"
1419,"[16, 10, 19]"
1420,"[2, 6, 9, 15, 18, 19, 20]"
1421,"[6, 12, 15, 16, 19, 20]"
1422,"[2, 6, 9, 10, 12, 15, 19]"
1423,"[9, 10, 15, 17, 18, 19, 20]"
1424,"[6, 7, 9, 10, 15, 18, 19]"
1425,"[6, 9, 10, 12, 15, 16, 19, 20]"
1426,"[6, 9, 10, 15, 16, 18, 19, 20]"
1427,"[4, 8, 10, 14, 15, 17, 20]"
1428,"[16, 19, 6]"
1429,"[7, 9, 10, 11, 15, 18, 19, 20]"
1430,"[6, 8, 10, 14, 15, 17, 19, 20]"
1431,"[6, 9, 10, 11, 15, 18, 19, 20]"
1432,[10]
1433,"[8, 20, 14, 15]"
1434,"[1, 9, 10, 15, 16, 18, 19, 20]"
1435,"[19, 6, 15]"
1436,"[4, 10, 15, 16, 20]"
1437,"[10, 19, 20, 7]"
1438,"[9, 10, 15, 18, 19]"
1439,"[4, 8, 10, 14, 15, 17, 19]"
1440,"[6, 9, 17, 18, 19, 20]"
1441,"[2, 9, 10, 15, 18, 19, 20]"
1442,"[18, 11, 20]"
1443,"[6, 9, 10, 15, 18, 19, 20]"
1444,"[10, 14, 15, 16, 18, 19]"
1445,"[1, 6, 9, 10, 15, 16, 19, 20]"
1446,"[6, 7, 10, 15, 16, 18, 19, 20]"
1447,"[6, 9, 18, 19, 20]"
1448,[8]
1449,"[6, 9, 10, 15, 16, 18, 19]"
1450,"[10, 19, 15]"
1451,"[6, 9, 10, 16, 18, 19, 20]"
1452,"[8, 14, 15, 16, 19, 20]"
1453,"[1, 6, 10, 15, 16, 20]"
1454,"[9, 19, 20, 7]"
1455,"[17, 20, 15]"
1456,"[6, 15, 16, 18, 20]"
1457,"[8, 10, 11, 14, 15, 17, 19, 20]"
1458,"[1, 10, 14, 15, 17, 19, 20]"
1459,"[6, 7, 10, 12, 15, 16, 19, 20]"
1460,"[2, 9, 10, 15, 18, 19, 20]"
1461,"[9, 14, 15, 17, 19, 20]"
1462,"[10, 15, 16, 18, 19, 20]"
1463,"[6, 9, 17, 19, 20]"
1464,"[1, 6, 12, 16, 19, 20]"
1465,"[10, 18, 20, 6]"
1466,"[19, 13, 6]"
1467,"[1, 6, 9, 10, 15, 16, 19, 20]"
1468,"[9, 15, 16, 18, 19, 20]"
1469,"[6, 9, 15, 16, 19, 20]"
1470,"[1, 15, 16, 18, 20]"
1471,"[6, 7, 9, 12, 19]"
1472,"[6, 8, 10, 14, 15, 17, 19, 20]"
1473,"[6, 9, 10, 16, 18, 20]"
1474,"[6, 10, 15, 16, 18]"
1475,"[1, 6, 10, 16, 18, 19, 20]"
1476,"[6, 9, 15, 18, 19]"
1477,"[9, 18, 20]"
1478,"[16, 19, 18, 11]"
1479,"[10, 18, 11, 20]"
1480,"[8, 4, 20, 15]"
1481,"[4, 8, 10, 14, 15, 16, 17, 19]"
1482,"[6, 9, 10, 11, 15, 16, 19, 20]"
1483,"[6, 9, 15, 18, 19]"
1484,"[8, 10, 14, 15, 17, 19]"
1485,"[2, 6, 10, 15, 18, 19]"
1486,"[5, 6, 7, 10, 12, 15, 19, 20]"
1487,"[6, 7, 10, 15, 16, 19, 20]"
1488,"[6, 9, 10, 15, 16, 18, 19, 20]"
1489,"[2, 9, 10, 15, 18, 19, 20]"
1490,"[6, 9, 10, 15, 17, 19, 20]"
1491,"[6, 14, 16, 17, 19]"
1492,"[1, 6, 10, 16, 18, 20]"
1493,"[1, 6, 10, 11, 15, 16, 19, 20]"
1494,"[6, 11, 12, 16, 19, 20]"
1495,"[9, 10, 20, 15]"
1496,"[2, 18, 20, 6]"
1497,"[4, 7, 8, 14, 15, 19]"
1498,"[9, 10, 11, 13, 15, 18, 19, 20]"
1499,"[4, 10, 15, 17, 19]"
1500,"[7, 9, 10, 12, 15, 16, 19, 20]"
1501,"[1, 6, 7, 10, 15, 19, 20]"
1502,[20]
1503,"[1, 7, 10, 12, 15, 16, 19]"
1504,"[6, 9, 10, 15, 19, 20]"
1505,"[4, 7, 8, 10, 14, 15, 17, 19]"
1506,"[8, 14, 15, 17, 20]"
1507,"[4, 8, 10, 14, 15, 17, 19, 20]"
1508,"[6, 10, 15, 16, 18, 19, 20]"
1509,"[6, 9, 15, 16, 18, 19, 20]"
1510,"[7, 10, 11, 12, 18, 19, 20]"
1511,"[9, 10, 15, 16, 19, 20]"
1512,"[9, 18, 20]"
1513,"[6, 9, 10, 15, 19]"
1514,"[4, 8, 10, 14, 15, 17, 19, 20]"
1515,"[6, 9, 10, 16, 19, 20]"
1516,"[2, 6, 9, 10, 15, 19]"
1517,"[2, 9, 18, 19]"
1518,"[9, 10, 11, 12, 15, 16, 19, 20]"
1519,"[4, 10, 11, 15, 18, 19, 20]"
1520,"[16, 10, 20]"
1521,"[6, 9, 10, 11, 18, 19, 20]"
1522,"[10, 18, 14, 15]"
1523,[14]
1524,"[6, 9, 10, 12, 15, 16, 19]"
1525,"[11, 20, 6]"
1526,"[4, 8, 14, 15, 17, 19, 20]"
1527,"[8, 17, 10, 1]"
1528,"[3, 9, 11, 13, 15, 18, 20]"
1529,"[6, 9, 12, 15, 16, 19]"
1530,"[6, 10, 14, 15, 16, 17, 19, 20]"
1531,"[9, 10, 11, 15, 16, 18, 19, 20]"
1532,"[6, 7, 9, 10, 12, 15, 19]"
1533,"[10, 11, 15, 16, 19, 20]"
1534,"[6, 8, 14, 15, 17, 19, 20]"
1535,"[2, 9, 10, 18, 19, 20]"
1536,"[6, 9, 10, 12, 15, 16, 19, 20]"
1537,"[6, 9, 10, 15, 16, 18, 19, 20]"
1538,"[8, 10, 11, 15, 19, 20]"
1539,"[9, 10, 11, 15, 16, 19, 20]"
1540,"[9, 11, 12, 15, 19, 20]"
1541,"[2, 6, 9, 10, 12, 15, 19, 20]"
1542,"[1, 6, 15, 16, 18, 19, 20]"
1543,"[9, 10, 15, 18, 19, 20]"
1544,"[2, 10, 15, 18, 19]"
1545,[1]
1546,"[1, 6, 14, 15, 17, 19, 20]"
1547,"[6, 8, 10, 14, 15, 17, 19, 20]"
1548,"[10, 20]"
1549,"[1, 6, 10, 12, 15, 16, 19, 20]"
1550,"[6, 9, 10, 11, 15, 18, 19, 20]"
1551,"[1, 19, 7, 15]"
1552,"[4, 9, 10, 11, 15, 18, 19, 20]"
1553,"[6, 9, 10, 15, 16, 20]"
1554,"[11, 10, 18, 6]"
1555,"[4, 8, 10, 14, 15, 17, 19]"
1556,"[6, 8, 10, 14, 15, 17, 19]"
1557,"[6, 8, 14, 15, 17, 19, 20]"
1558,"[1, 6, 10, 12, 15, 16, 19, 20]"
1559,"[8, 10, 14, 15, 16, 17, 19, 20]"
1560,[17]
1561,"[2, 9, 10, 12, 15, 19]"
1562,"[6, 8, 10, 14, 15, 17, 19, 20]"
1563,"[4, 8, 10, 14, 17, 19, 20]"
1564,"[1, 10, 14, 16, 19, 20]"
1565,"[6, 9, 10, 16, 18, 19]"
1566,"[10, 19, 20, 6]"
1567,"[9, 10, 11, 15, 18, 19, 20]"
1568,"[9, 10, 19, 6]"
1569,"[6, 8, 10, 14, 15, 17, 19, 20]"
1570,"[6, 9, 10, 15, 18, 20]"
1571,"[6, 10, 12, 15, 16, 19, 20]"
1572,"[16, 19, 12, 15]"
1573,"[1, 9, 10, 15, 16, 19]"
1574,[15]
1575,"[1, 4, 6, 10, 15, 19, 20]"
1576,"[1, 8, 10, 15, 17]"
1577,"[5, 6, 10, 12, 19, 20]"
1578,"[8, 6]"
1579,"[2, 6, 9, 10, 15, 18, 19, 20]"
1580,"[16, 19, 14, 15]"
1581,"[6, 9, 10, 12, 15, 16, 19, 20]"
1582,"[6, 10, 11, 15, 19, 20]"
1583,"[6, 7, 9, 10, 15, 18, 19]"
1584,"[6, 7, 10, 19, 20]"
1585,"[6, 10, 15, 16, 19, 20]"
1586,"[4, 8, 10, 14, 15, 20]"
1587,"[1, 6, 10, 15, 16]"
1588,"[1, 7, 10, 15, 16, 18, 19, 20]"
1589,"[6, 9, 10, 12, 15, 19, 20]"
1590,"[4, 7, 10, 14, 15]"
1591,"[6, 8, 14, 15, 17, 19, 20]"
1592,"[4, 9, 10, 11, 15, 18, 19, 20]"
1593,"[9, 10, 11, 13, 15, 19]"
1594,"[9, 10, 15, 16, 18, 19, 20]"
1595,"[1, 6, 12, 15, 16, 19, 20]"
1596,"[9, 10, 11, 15, 16, 18, 19]"
1597,"[6, 8, 10, 14, 15, 17, 19]"
1598,"[1, 6, 9, 10, 15, 16, 19, 20]"
1599,"[8, 17, 4]"
1600,"[1, 6, 10, 12, 15, 16, 19, 20]"
1601,"[16, 9, 19]"
1602,"[1, 6, 9, 10, 15, 16, 19]"
1603,[6]
1604,"[6, 9, 10, 11, 15, 16, 19, 20]"
1605,"[17, 10, 4, 20]"
1606,"[1, 6, 15, 19, 20]"
1607,"[6, 9, 10, 11, 15, 20]"
1608,"[16, 19]"
1609,"[1, 6, 10, 11, 15, 16, 19, 20]"
1610,"[1, 10, 20]"
1611,"[17, 14, 6, 15]"
1612,"[6, 15, 16, 18, 19]"
1613,"[1, 6, 10, 15, 19, 20]"
1614,"[1, 9, 15, 16, 20]"
1615,"[1, 10, 9]"
1616,"[6, 9, 10, 15, 16, 19, 20]"
1617,"[6, 7, 10, 18, 19, 20]"
1618,"[9, 10, 18, 20]"
1619,"[1, 4, 8, 10, 15, 17, 19, 20]"
1620,"[6, 9, 10, 12, 18, 19, 20]"
1621,"[2, 9, 10, 15, 16, 18, 19, 20]"
1622,"[6, 9, 16, 18, 19, 20]"
1623,"[9, 19]"
1624,"[8, 15, 17, 19, 20]"
1625,"[4, 7, 8, 10, 14, 15, 17, 19]"
1626,"[6, 9, 10, 15, 16, 18, 19, 20]"
1627,"[9, 19]"
1628,"[9, 10, 19, 20]"
1629,"[7, 8, 10, 14, 15, 17, 19, 20]"
1630,"[6, 9, 10, 13, 15, 18, 19, 20]"
1631,"[6, 9, 15, 16, 18, 19, 20]"
1632,"[1, 9, 15, 16, 20]"
1633,"[1, 9, 10, 15, 16, 18, 20]"
1634,"[1, 4, 7, 10, 14, 15, 19, 20]"
1635,"[1, 9, 10, 15, 16, 18, 19, 20]"
1636,"[6, 10, 15, 19, 20]"
1637,"[6, 7, 10, 15, 16, 20]"
1638,"[6, 10, 12, 15, 16, 19]"
1639,"[6, 9, 10, 15, 16, 18, 19, 20]"
1640,"[16, 18, 15]"
1641,"[1, 6, 10, 15, 16, 17, 19, 20]"
1642,"[1, 6, 9, 10, 15, 19, 20]"
1643,"[6, 9, 15, 16, 18, 19]"
1644,"[6, 9, 15, 16, 18, 19, 20]"
1645,"[6, 7, 10, 15, 19]"
1646,"[9, 19, 20, 12]"
1647,"[6, 8, 10, 14, 15, 17, 19, 20]"
1648,"[6, 10, 12, 16, 19]"
1649,"[6, 7, 10, 15, 16, 17, 19, 20]"
1650,"[7, 11, 12, 15, 18, 19]"
1651,"[4, 8, 14, 15, 17, 19, 20]"
1652,"[6, 10, 11, 15, 18, 19]"
1653,"[17, 19, 20, 14]"
1654,"[9, 10, 12, 15, 16, 17, 19, 20]"
1655,"[1, 7, 12, 15, 16, 19]"
1656,"[1, 10, 15, 16, 18]"
1657,"[1, 19, 20]"
1658,"[6, 16, 18, 19, 20]"
1659,[20]
1660,"[8, 10, 14, 15, 19, 20]"
1661,"[4, 8, 10, 11, 14, 15, 17, 19]"
1662,"[6, 7, 10, 12, 15, 16, 19]"
1663,"[10, 14, 15, 16, 17, 19, 20]"
1664,"[10, 11, 12, 16, 19]"
1665,"[16, 12, 15]"
1666,"[1, 10, 14, 17, 20]"
1667,"[18, 19, 15]"
1668,"[8, 10, 14, 15, 17]"
1669,"[4, 8, 10, 14, 15, 17, 19, 20]"
1670,"[8, 4, 14, 15]"
1671,"[10, 19, 12]"
1672,"[18, 19, 20]"
1673,"[1, 9, 10, 15, 16, 18, 20]"
1674,"[5, 6, 7, 12, 15, 20]"
1675,"[2, 6, 9, 10, 15, 18, 19, 20]"
1676,"[5, 7, 9, 10, 12, 15, 19, 20]"
1677,"[6, 9, 10, 16, 18, 19]"
1678,"[19, 7]"
1679,"[9, 10, 16, 18, 19, 20]"
1680,"[9, 12, 18, 19, 20]"
1681,"[1, 7, 10, 15, 16, 20]"
1682,"[9, 10, 12, 19, 20]"
1683,"[8, 19, 7]"
1684,"[1, 6, 10, 15, 16, 19, 20]"
1685,"[6, 8, 10, 14, 15]"
1686,"[9, 10, 15, 16, 18, 19, 20]"
1687,"[1, 6, 10, 15, 16, 18, 20]"
1688,"[19, 20, 6]"
1689,"[10, 15, 7]"
1690,"[9, 10, 15, 16, 19, 20]"
1691,"[6, 9, 10, 12, 15, 18, 19]"
1692,"[5, 6, 10, 12, 15, 16, 19, 20]"
1693,"[10, 18, 7]"
1694,"[6, 9, 10, 15, 17, 19, 20]"
1695,"[6, 9, 10, 11, 15, 18, 19, 20]"
1696,"[6, 9, 10, 15, 16, 18, 20]"
1697,"[6, 10, 14, 15, 18, 19, 20]"
1698,"[6, 8, 10, 14, 15, 17, 19]"
1699,"[4, 8, 9, 10, 19, 20]"
1700,"[2, 6, 9, 10, 15, 18, 19, 20]"
1701,"[6, 10, 15, 16, 18, 19, 20]"
1702,"[6, 9, 10, 12, 15]"
1703,"[1, 6, 10, 14, 15, 20]"
1704,"[7, 8, 10, 14, 15, 17, 19, 20]"
1705,"[1, 6, 10, 15, 16, 18, 19, 20]"
1706,"[10, 15, 16, 18, 19, 20]"
1707,"[6, 9, 10, 15, 17, 18, 19, 20]"
1708,"[4, 8, 10, 17, 19, 20]"
1709,"[4, 8, 10, 14, 15, 17, 19, 20]"
1710,"[6, 9, 10, 18, 19]"
1711,"[9, 10, 15, 16, 18]"
1712,"[7, 9, 10, 12, 15, 18, 20]"
1713,"[4, 8, 10, 14, 15, 17, 19]"
1714,"[6, 9, 10, 11, 15, 18, 19, 20]"
1715,"[1, 7, 10, 11, 12, 15, 19, 20]"
1716,"[6, 10, 14, 15, 17, 18, 19, 20]"
1717,"[6, 9, 10, 11, 18, 20]"
1718,"[9, 11, 15, 18, 19, 20]"
1719,"[1, 6, 15, 16, 17, 19, 20]"
1720,"[17, 19, 4]"
1721,"[1, 6, 9, 10, 15, 18, 19, 20]"
1722,[15]
1723,"[4, 10, 11, 15, 17]"
1724,"[6, 7, 10, 11, 12, 15, 19, 20]"
1725,"[10, 19]"
1726,"[8, 17, 19]"
1727,"[6, 9, 10, 11, 15, 18, 19, 20]"
1728,"[6, 9, 10, 15, 16, 18, 19, 20]"
1729,"[6, 7, 9, 10, 19, 20]"
1730,"[11, 19, 15]"
1731,"[7, 10, 12, 15, 16, 19]"
1732,"[1, 9, 10, 15, 16, 18, 20]"
1733,"[6, 7, 9, 10, 15, 18, 19, 20]"
1734,"[6, 7, 9, 10, 15, 19, 20]"
1735,"[9, 11, 15, 16, 19, 20]"
1736,"[1, 6, 10, 15, 16, 19, 20]"
1737,"[4, 8, 14, 15, 17, 18, 20]"
1738,"[6, 10, 12, 16, 19]"
1739,"[6, 7, 10, 11, 12, 15, 19, 20]"
1740,"[6, 10, 15, 17, 18, 19, 20]"
1741,"[1, 6, 9, 10, 15, 16, 19, 20]"
1742,"[4, 8, 10, 14, 17, 18, 19, 20]"
1743,"[1, 6, 10, 15, 16, 19, 20]"
1744,"[16, 1, 19, 7]"
1745,"[1, 8, 10, 14, 17, 20]"
1746,[9]
1747,"[18, 19, 20, 12]"
1748,"[6, 9, 10, 15, 18, 19, 20]"
1749,"[6, 9, 12, 15, 16]"
1750,"[2, 6, 9, 10, 15, 16, 19, 20]"
1751,"[9, 10, 14, 15, 17, 18, 19, 20]"
1752,"[6, 9, 12, 15, 16, 19, 20]"
1753,"[16, 1, 19]"
1754,"[1, 6, 9, 15, 19, 20]"
1755,"[6, 9, 10, 15, 19, 20]"
1756,"[6, 9, 10, 12, 15, 16, 19, 20]"
1757,"[1, 19, 20, 15]"
1758,"[1, 7, 10, 12, 15, 16, 19, 20]"
1759,"[4, 14, 15, 16, 17, 18, 20]"
1760,"[12, 14, 15]"
1761,"[6, 9, 10, 15, 16, 18, 19, 20]"
1762,"[16, 9]"
1763,"[4, 8, 14, 15, 17, 19, 20]"
1764,"[1, 6]"
1765,"[6, 9, 10, 11, 15, 16, 20]"
1766,"[6, 9, 15, 19, 20]"
1767,"[2, 6, 9, 10, 15, 18, 19, 20]"
1768,"[10, 14, 16, 17, 20]"
1769,"[9, 10, 11, 15, 16, 18, 19, 20]"
1770,"[1, 6, 10, 15, 16, 18, 19, 20]"
1771,[9]
1772,"[9, 20, 6, 15]"
1773,"[16, 19, 15]"
1774,"[16, 1, 19]"
1775,"[7, 10, 12, 14, 15, 17, 19, 20]"
1776,"[1, 9, 10, 15, 16, 18, 19, 20]"
1777,"[16, 10, 19, 15]"
1778,"[4, 8, 10, 14, 15, 17, 19, 20]"
1779,"[16, 1, 20, 6]"
1780,"[4, 8, 10, 14, 15, 17, 19, 20]"
1781,"[5, 6, 7, 10, 12, 15, 19, 20]"
1782,"[6, 10, 11, 12, 15, 19, 20]"
1783,"[4, 8, 10, 14, 15, 17, 19, 20]"
1784,"[8, 10, 14, 17, 19]"
1785,"[1, 8, 10, 14, 15, 17, 19, 20]"
1786,"[1, 6, 10, 16, 19, 20]"
1787,"[6, 9, 10, 12, 15, 16, 19, 20]"
1788,"[16, 9]"
1789,"[6, 14, 15, 19, 20]"
1790,"[1, 6, 10, 15, 16, 18, 19, 20]"
1791,"[1, 10, 14, 15]"
1792,"[16, 1, 20]"
1793,"[6, 10, 16, 18, 19, 20]"
1794,"[3, 9, 10, 13, 15, 18, 19, 20]"
1795,"[6, 10, 16, 19, 20]"
1796,"[6, 9, 10, 15, 16, 18, 19, 20]"
1797,"[6, 9, 10, 15, 16, 18, 19, 20]"
1798,"[19, 20, 6, 15]"
1799,"[4, 8, 10, 15, 17, 19, 20]"
1800,"[4, 8, 10, 14, 17, 19, 20]"
1801,"[14, 15, 16, 17, 20]"
1802,[15]
1803,"[8, 10, 14]"
1804,"[6, 9, 10, 15, 16, 19, 20]"
1805,"[1, 6, 10, 16, 19]"
1806,"[16, 10, 20]"
1807,"[10, 15]"
1808,"[9, 10, 15, 16, 18, 19, 20]"
1809,"[7, 9, 10, 12, 15, 18, 19, 20]"
1810,[15]
1811,"[4, 8, 10, 14, 15, 17, 19, 20]"
1812,"[9, 12, 15, 19, 20]"
1813,"[6, 10, 12, 15, 16, 19]"
1814,"[19, 6, 15]"
1815,"[6, 9, 10, 12, 15, 16, 19, 20]"
1816,"[8, 14, 15, 17, 19]"
1817,"[6, 8, 10, 14, 15, 17, 19, 20]"
1818,"[9, 10, 12, 15, 19]"
1819,"[16, 15]"
1820,"[6, 9, 18, 19, 20]"
1821,"[6, 8, 10, 14, 15, 17, 19, 20]"
1822,"[6, 10, 14, 15, 16, 17, 19, 20]"
1823,"[7, 10, 12, 15, 19, 20]"
1824,"[16, 19, 20]"
1825,"[6, 10, 14, 15, 16, 17, 20]"
1826,"[1, 6, 7, 10, 16, 19, 20]"
1827,"[6, 10, 14, 17, 18, 19, 20]"
1828,"[2, 6, 9, 10, 15, 18, 19, 20]"
1829,"[9, 12, 15, 16, 18, 19]"
1830,"[1, 6, 10, 15, 16, 18, 19, 20]"
1831,"[4, 8, 10, 17, 20]"
1832,[9]
1833,"[7, 9, 10, 12, 15, 16, 19, 20]"
1834,"[1, 8, 10, 14, 15, 17, 18, 20]"
1835,"[20, 14, 15]"
1836,"[19, 14, 6, 15]"
1837,[10]
1838,"[8, 10, 14, 15, 16, 17, 19, 20]"
1839,"[6, 9, 10, 15, 19]"
1840,"[1, 7, 10, 15, 16, 19, 20]"
1841,"[1, 7, 10, 16, 20]"
1842,"[17, 19]"
1843,"[4, 10, 15, 17, 19]"
1844,"[2, 6, 9, 10, 15, 19]"
1845,"[1, 9, 10, 15, 16, 18, 19, 20]"
1846,"[4, 8, 10, 14, 15, 17, 19]"
1847,"[2, 9, 10, 15, 16, 18, 19, 20]"
