student,weak_knowledge
1011,"[2, 12, 13, 14, 16, 17, 18, 20, 23, 24, 26, 28, 29, 31, 32, 34, 44, 50, 54, 57, 61, 63, 65, 66, 67, 68, 70, 74, 76, 78, 79, 80, 81, 82, 84, 85, 89, 90, 94, 95, 100]"
1012,"[7, 10, 12, 16, 18, 19, 20, 21, 23, 24, 26, 29, 30, 36, 40, 42, 44, 45, 48, 50, 53, 55, 56, 57, 62, 64, 65, 68, 71, 72, 73, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 87, 89, 91, 92, 94, 96, 97, 98, 100, 101]"
1013,"[2, 10, 13, 16, 19, 21, 23, 26, 28, 29, 31, 35, 37, 38, 41, 48, 50, 53, 56, 62, 64, 65, 74, 76, 78, 79, 80, 83, 85, 86, 87, 89, 95, 96, 97, 98, 101]"
1014,"[2, 3, 10, 12, 13, 19, 20, 21, 22, 24, 25, 27, 31, 32, 33, 35, 38, 39, 40, 41, 42, 44, 55, 56, 59, 61, 62, 65, 66, 68, 69, 71, 74, 75, 78, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 92, 94, 95, 96, 97, 98, 100, 101]"
1015,"[2, 6, 11, 13, 16, 18, 24, 25, 26, 28, 30, 32, 34, 41, 43, 44, 48, 52, 54, 71, 73, 74, 79, 80, 82, 83, 84, 85, 88, 92, 94, 95, 96, 97, 98, 99, 100, 101]"
1016,"[7, 10, 16, 19, 20, 21, 22, 23, 29, 31, 32, 33, 36, 38, 39, 41, 47, 48, 49, 51, 55, 56, 57, 62, 63, 73, 75, 76, 79, 81, 85, 87, 89, 90, 91, 95, 96, 97, 98, 100, 101]"
1017,"[2, 6, 7, 9, 10, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 31, 32, 34, 35, 36, 37, 40, 41, 43, 46, 48, 53, 59, 60, 62, 63, 64, 65, 66, 67, 71, 73, 74, 76, 78, 81, 83, 85, 86, 87, 90, 91, 92, 94, 98, 99]"
1018,"[3, 4, 5, 6, 7, 8, 9, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 41, 42, 45, 46, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 82, 83, 84, 86, 87, 90, 91, 92, 93, 94, 95, 98, 101]"
1019,"[3, 6, 9, 11, 16, 18, 19, 21, 24, 25, 28, 29, 31, 33, 37, 40, 44, 45, 46, 49, 50, 52, 55, 56, 61, 62, 63, 64, 66, 69, 71, 73, 74, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 91, 92, 93, 94, 96, 97, 98, 99, 101]"
1020,"[13, 16, 17, 18, 19, 20, 21, 22, 23, 31, 32, 38, 40, 42, 43, 47, 49, 52, 53, 63, 67, 68, 71, 72, 73, 74, 78, 80, 82, 85, 87, 88, 89, 90, 91, 92, 93, 94, 96, 98, 99, 100, 101]"
1021,"[3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 37, 38, 39, 41, 42, 43, 45, 47, 49, 51, 52, 53, 56, 57, 59, 60, 61, 63, 64, 65, 66, 68, 70, 71, 72, 73, 74, 75, 77, 79, 80, 81, 82, 85, 86, 87, 88, 90, 91, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
1022,"[1, 2, 5, 6, 8, 9, 11, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 33, 34, 35, 37, 38, 40, 41, 44, 45, 47, 48, 49, 50, 51, 52, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 69, 71, 72, 73, 75, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 94, 95, 96, 98, 99, 100]"
1023,"[1, 2, 6, 10, 11, 13, 16, 17, 18, 19, 21, 22, 26, 29, 30, 31, 32, 33, 35, 36, 37, 41, 42, 44, 45, 47, 50, 52, 53, 55, 57, 58, 59, 60, 63, 64, 67, 69, 74, 76, 77, 79, 80, 81, 82, 83, 84, 85, 87, 89, 90, 93, 95, 98, 99, 101]"
1024,"[2, 5, 6, 7, 8, 9, 12, 14, 17, 18, 19, 20, 22, 24, 25, 28, 30, 31, 32, 33, 34, 36, 37, 38, 42, 43, 44, 46, 51, 52, 53, 54, 57, 61, 64, 65, 66, 67, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98]"
1025,"[4, 5, 7, 10, 12, 19, 22, 23, 24, 28, 29, 31, 34, 39, 41, 42, 43, 44, 47, 48, 49, 52, 54, 56, 57, 61, 62, 63, 64, 65, 67, 74, 76, 77, 78, 79, 81, 83, 85, 86, 87, 89, 91, 92, 94, 96, 97, 100]"
1026,"[1, 2, 3, 4, 7, 9, 12, 16, 17, 19, 20, 21, 23, 24, 25, 27, 28, 29, 30, 31, 32, 34, 35, 36, 44, 47, 48, 50, 51, 53, 56, 57, 58, 60, 61, 65, 66, 67, 68, 69, 71, 74, 76, 77, 79, 80, 81, 82, 85, 88, 92, 94, 95, 97, 99, 100]"
1027,"[1, 2, 4, 5, 6, 7, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 74, 75, 76, 77, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 92, 93, 94, 95, 96, 97, 98, 99, 101]"
1028,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 39, 40, 41, 42, 43, 44, 45, 47, 49, 51, 52, 53, 54, 55, 57, 58, 59, 60, 62, 63, 64, 65, 66, 67, 69, 74, 75, 76, 77, 79, 80, 81, 84, 86, 87, 88, 89, 90, 93, 94, 95, 97, 98, 99, 101]"
1029,"[2, 3, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 25, 26, 28, 32, 33, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 56, 58, 60, 61, 62, 65, 67, 69, 71, 73, 74, 76, 77, 80, 81, 82, 86, 87, 88, 89, 90, 91, 94, 95, 96, 98, 100]"
1030,"[2, 10, 13, 14, 16, 17, 18, 19, 21, 22, 23, 30, 31, 34, 39, 41, 42, 44, 46, 49, 51, 53, 54, 55, 59, 64, 65, 66, 67, 68, 70, 71, 72, 73, 75, 78, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 92, 93, 94, 97, 98, 99, 100]"
1031,"[6, 9, 14, 16, 17, 18, 19, 21, 23, 25, 27, 41, 44, 47, 48, 49, 50, 57, 62, 64, 65, 67, 68, 70, 78, 81, 82, 83, 84, 85, 87, 88, 89, 90, 92, 93, 94, 97, 101]"
1032,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 34, 35, 36, 37, 39, 41, 42, 44, 45, 46, 47, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 92, 94, 95, 97, 99, 101]"
1033,"[2, 4, 9, 13, 14, 20, 21, 22, 25, 26, 28, 31, 32, 34, 36, 43, 47, 48, 49, 57, 62, 66, 68, 69, 76, 79, 81, 82, 84, 85, 86, 88, 90, 91, 92, 96, 98, 99, 101]"
1034,"[4, 6, 7, 9, 10, 13, 14, 16, 17, 18, 20, 22, 23, 25, 28, 29, 32, 36, 37, 44, 46, 47, 48, 50, 51, 54, 61, 62, 65, 68, 70, 72, 73, 74, 78, 82, 83, 88, 89, 90, 91, 92, 93, 96, 97, 99, 100, 101]"
1035,"[2, 4, 7, 10, 12, 16, 17, 19, 20, 22, 26, 27, 29, 30, 34, 35, 36, 37, 40, 41, 42, 43, 46, 54, 56, 58, 59, 61, 62, 65, 66, 67, 68, 69, 71, 72, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 88, 90, 92, 93, 94, 95, 98, 99, 100, 101]"
1036,"[1, 2, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 21, 23, 24, 25, 26, 28, 30, 31, 35, 36, 37, 41, 42, 43, 44, 45, 46, 50, 52, 53, 54, 56, 58, 59, 69, 70, 71, 74, 76, 79, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 94, 95, 96, 97, 98, 99, 100, 101]"
1037,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 27, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 77, 78, 79, 81, 84, 85, 86, 89, 90, 91, 92, 94, 95, 97, 98, 99, 100, 101]"
1038,"[1, 2, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 33, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 48, 49, 50, 51, 52, 53, 55, 57, 58, 59, 60, 61, 62, 63, 67, 70, 71, 72, 74, 75, 76, 77, 80, 81, 82, 83, 84, 86, 87, 88, 91, 92, 93, 94, 95, 96, 98, 99, 100, 101]"
1039,"[2, 7, 9, 10, 13, 14, 16, 17, 19, 20, 21, 22, 23, 26, 31, 36, 38, 42, 49, 54, 57, 59, 61, 62, 66, 69, 70, 73, 75, 76, 78, 79, 80, 82, 83, 85, 87, 88, 90, 91, 93, 94, 95, 97, 99, 101]"
1040,"[2, 3, 5, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 32, 34, 35, 36, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 78, 79, 82, 83, 85, 86, 89, 90, 92, 94, 95, 97, 99, 100, 101]"
1041,"[1, 3, 4, 5, 6, 7, 9, 10, 13, 14, 16, 18, 19, 22, 23, 24, 25, 27, 29, 30, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 47, 51, 53, 57, 58, 59, 60, 61, 62, 65, 68, 69, 71, 72, 73, 75, 78, 79, 80, 81, 82, 84, 86, 87, 88, 90, 91, 94, 95, 96, 97, 98, 99, 100, 101]"
1042,"[1, 2, 4, 5, 6, 9, 10, 11, 12, 13, 14, 16, 17, 20, 23, 24, 28, 29, 31, 32, 33, 36, 39, 40, 42, 44, 49, 50, 51, 52, 53, 54, 55, 57, 59, 60, 61, 64, 65, 66, 67, 69, 72, 73, 74, 75, 77, 78, 79, 81, 83, 85, 88, 89, 90, 93, 94, 95, 98, 100]"
1043,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 70, 71, 72, 74, 75, 76, 77, 80, 82, 83, 84, 88, 89, 92, 93, 94, 96, 97, 98, 100, 101]"
1044,"[1, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 18, 20, 21, 24, 25, 26, 27, 29, 30, 31, 35, 41, 42, 43, 46, 49, 51, 52, 53, 54, 55, 57, 58, 59, 61, 62, 63, 64, 65, 66, 68, 71, 73, 74, 76, 77, 78, 79, 80, 82, 83, 84, 85, 87, 88, 91, 92, 95, 97, 98, 99, 100, 101]"
1045,"[1, 2, 3, 6, 8, 9, 10, 12, 13, 16, 17, 18, 20, 22, 24, 25, 26, 27, 29, 30, 31, 33, 34, 35, 36, 37, 40, 42, 43, 46, 49, 50, 52, 53, 54, 55, 57, 58, 59, 61, 62, 63, 67, 68, 69, 70, 71, 72, 73, 74, 76, 78, 82, 83, 84, 85, 89, 90, 91, 92, 93, 94, 95, 97, 98, 99, 100, 101]"
1046,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 65, 67, 68, 69, 70, 72, 73, 74, 75, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 92, 94, 95, 96, 97, 98, 99, 100, 101]"
1047,"[1, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 22, 24, 25, 26, 28, 29, 30, 31, 32, 33, 37, 38, 39, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 58, 59, 62, 63, 64, 65, 67, 68, 69, 71, 72, 74, 75, 76, 78, 79, 80, 82, 84, 85, 86, 87, 88, 89, 91, 92, 93, 94, 97, 98, 99, 100, 101]"
1048,"[1, 2, 3, 4, 5, 6, 8, 9, 12, 13, 14, 15, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 48, 49, 52, 56, 57, 58, 59, 60, 61, 64, 65, 66, 68, 69, 71, 72, 73, 74, 75, 77, 78, 79, 80, 81, 82, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 100, 101]"
1049,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 35, 36, 38, 39, 40, 41, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 72, 73, 74, 77, 79, 80, 81, 82, 84, 85, 86, 87, 88, 91, 92, 94, 95, 96, 97, 98, 99, 100, 101]"
1050,"[1, 2, 3, 4, 6, 8, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22, 24, 25, 26, 28, 30, 31, 33, 36, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 56, 58, 60, 62, 63, 64, 65, 66, 68, 72, 73, 74, 75, 76, 77, 79, 80, 81, 82, 83, 85, 86, 89, 91, 93, 94, 95, 96, 98, 99, 101]"
1051,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 17, 18, 20, 22, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 51, 52, 53, 54, 55, 57, 59, 60, 62, 63, 64, 65, 66, 67, 68, 70, 71, 72, 73, 74, 76, 77, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 96, 97, 98, 99, 100, 101]"
1052,"[2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 52, 54, 55, 56, 61, 62, 63, 65, 66, 67, 69, 71, 72, 73, 74, 75, 76, 77, 79, 80, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 95, 96, 97, 98, 99]"
1053,"[1, 2, 4, 6, 8, 9, 13, 14, 16, 17, 18, 25, 27, 28, 30, 34, 35, 36, 37, 39, 40, 41, 44, 48, 49, 52, 53, 54, 55, 56, 57, 60, 61, 64, 65, 66, 69, 70, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 86, 87, 90, 91, 92, 96, 98, 101]"
1054,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 45, 46, 49, 50, 52, 53, 54, 55, 57, 58, 59, 60, 61, 62, 63, 65, 66, 68, 69, 71, 72, 73, 74, 77, 80, 83, 84, 85, 86, 87, 89, 91, 92, 93, 94, 95, 96, 98, 100, 101]"
1055,"[1, 2, 4, 5, 6, 7, 8, 11, 12, 13, 14, 16, 17, 19, 20, 22, 24, 25, 26, 27, 29, 30, 31, 32, 34, 35, 36, 37, 40, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 55, 57, 58, 59, 60, 61, 62, 63, 66, 67, 69, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 93, 94, 95, 96, 97, 98, 99, 100]"
1056,"[1, 5, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 39, 42, 43, 44, 46, 47, 49, 52, 53, 55, 56, 57, 58, 61, 64, 66, 69, 70, 71, 72, 74, 76, 78, 79, 80, 81, 82, 83, 84, 87, 88, 89, 91, 93, 94, 96, 97, 98, 101]"
1057,"[2, 3, 4, 5, 8, 11, 12, 13, 14, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 66, 67, 68, 70, 71, 73, 74, 75, 76, 81, 82, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 98, 100, 101]"
1058,"[1, 4, 6, 7, 13, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 28, 29, 31, 32, 34, 36, 37, 40, 41, 42, 43, 44, 45, 46, 51, 52, 54, 55, 61, 64, 65, 66, 67, 71, 74, 76, 77, 78, 79, 80, 82, 83, 84, 85, 86, 87, 92, 95, 96, 97, 98, 101]"
1059,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 30, 31, 34, 36, 37, 41, 43, 44, 45, 49, 50, 54, 55, 56, 57, 58, 59, 62, 63, 65, 66, 68, 70, 71, 72, 74, 75, 76, 77, 78, 80, 82, 84, 85, 86, 88, 89, 90, 91, 92, 94, 95, 96, 98, 99, 100, 101]"
1060,"[4, 6, 7, 8, 11, 13, 15, 18, 19, 20, 21, 22, 23, 25, 26, 28, 29, 31, 32, 34, 35, 36, 37, 39, 40, 42, 44, 45, 47, 50, 52, 53, 58, 59, 60, 62, 64, 65, 67, 69, 70, 71, 74, 75, 76, 77, 79, 80, 81, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 96, 97, 98, 99, 100, 101]"
1061,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64, 68, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 82, 83, 84, 86, 87, 89, 90, 94, 96, 97, 98, 99, 100, 101]"
1062,"[1, 3, 5, 9, 10, 13, 15, 17, 19, 20, 21, 22, 23, 28, 30, 31, 32, 36, 37, 41, 47, 48, 50, 52, 53, 54, 55, 60, 61, 64, 65, 67, 69, 70, 71, 72, 73, 74, 75, 78, 79, 80, 84, 86, 87, 89, 90, 92, 93, 95, 97, 98, 99, 101]"
1063,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 43, 46, 47, 49, 50, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 77, 79, 81, 82, 83, 84, 85, 86, 87, 88, 90, 92, 93, 94, 95, 98, 101]"
1064,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 21, 23, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 50, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 69, 71, 72, 74, 75, 76, 79, 80, 81, 82, 83, 84, 86, 87, 91, 92, 93, 94, 95, 96, 97, 100]"
1065,"[2, 3, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 28, 29, 32, 34, 36, 37, 40, 41, 42, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 56, 57, 59, 60, 61, 62, 64, 65, 66, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 85, 87, 88, 91, 92, 93, 94, 96, 97, 98, 99, 101]"
1066,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 18, 19, 20, 21, 23, 24, 27, 28, 32, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 47, 48, 49, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 74, 75, 79, 80, 81, 82, 83, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100]"
1067,"[1, 2, 3, 4, 9, 10, 12, 13, 14, 16, 20, 21, 23, 24, 28, 30, 31, 32, 34, 36, 37, 38, 42, 44, 46, 47, 50, 51, 53, 55, 56, 57, 58, 59, 60, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 77, 78, 79, 80, 84, 85, 87, 88, 89, 91, 92, 93, 94, 95, 96, 98, 99, 100]"
1068,"[2, 4, 6, 9, 10, 12, 13, 14, 16, 20, 21, 22, 23, 25, 31, 34, 36, 38, 40, 43, 45, 49, 53, 56, 57, 61, 62, 65, 66, 68, 69, 71, 72, 73, 74, 75, 79, 81, 82, 83, 85, 86, 87, 91, 92, 93, 94, 96, 97, 99, 100, 101]"
1069,"[1, 3, 5, 6, 7, 8, 9, 11, 12, 13, 15, 17, 19, 20, 21, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 51, 52, 53, 54, 57, 58, 59, 60, 61, 62, 63, 66, 68, 69, 70, 71, 72, 73, 74, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 89, 90, 91, 92, 95, 96, 97, 98, 99, 101]"
1070,"[1, 2, 3, 4, 5, 6, 8, 9, 14, 15, 16, 18, 19, 22, 23, 24, 26, 30, 32, 35, 36, 37, 38, 41, 43, 45, 46, 47, 48, 49, 50, 55, 56, 57, 58, 60, 61, 63, 64, 65, 67, 68, 70, 71, 73, 74, 76, 79, 82, 84, 86, 89, 90, 91, 92, 94, 95, 98, 100, 101]"
1071,"[1, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 20, 21, 22, 24, 25, 26, 27, 29, 34, 36, 37, 38, 40, 41, 43, 44, 45, 46, 48, 50, 51, 53, 54, 55, 56, 58, 59, 60, 61, 62, 64, 65, 67, 69, 71, 72, 73, 77, 78, 80, 81, 82, 84, 85, 86, 87, 89, 91, 92, 94, 95, 96, 97, 98, 99, 100]"
1072,"[2, 4, 5, 6, 7, 13, 14, 16, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 31, 32, 34, 35, 36, 37, 39, 42, 44, 45, 46, 47, 48, 51, 52, 53, 55, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 74, 75, 78, 79, 80, 81, 82, 83, 84, 86, 87, 89, 91, 92, 93, 95, 97, 98, 99, 100, 101]"
1073,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 36, 37, 38, 39, 40, 41, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 86, 87, 89, 90, 91, 92, 93, 94, 95, 97, 98, 99, 100, 101]"
1074,"[1, 3, 5, 9, 12, 13, 14, 16, 19, 20, 21, 24, 26, 28, 30, 31, 34, 35, 37, 45, 49, 50, 52, 55, 57, 58, 61, 64, 65, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 79, 80, 83, 85, 86, 87, 88, 89, 90, 93, 95, 97, 98, 99, 101]"
1075,"[1, 2, 3, 4, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 41, 43, 44, 47, 48, 49, 50, 51, 52, 55, 56, 58, 59, 62, 65, 67, 70, 71, 72, 73, 74, 75, 77, 78, 79, 81, 83, 84, 85, 87, 88, 89, 91, 92, 94, 95, 96, 97, 98, 100, 101]"
1076,"[10, 13, 14, 17, 18, 19, 20, 21, 22, 23, 32, 44, 50, 53, 62, 67, 69, 70, 74, 77, 80, 88, 90, 91, 92, 93, 94, 95, 100]"
1077,"[2, 4, 5, 6, 7, 8, 9, 13, 15, 16, 17, 18, 19, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 34, 35, 37, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 65, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 79, 80, 82, 84, 86, 87, 90, 91, 93, 94, 95, 96, 97, 98, 100, 101]"
1078,"[7, 9, 10, 12, 17, 20, 22, 23, 26, 28, 32, 33, 35, 39, 42, 44, 46, 47, 49, 50, 54, 59, 61, 64, 68, 69, 75, 76, 79, 80, 82, 83, 87, 88, 89, 90, 91, 92, 93, 95, 96, 97, 98, 101]"
1079,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 19, 21, 23, 26, 27, 28, 29, 30, 34, 39, 41, 43, 45, 46, 47, 48, 49, 51, 52, 53, 54, 56, 57, 61, 62, 63, 65, 66, 69, 72, 73, 74, 78, 80, 81, 83, 85, 86, 87, 88, 89, 90, 92, 94, 96, 97, 98, 99, 100, 101]"
1080,"[3, 4, 6, 7, 16, 19, 20, 21, 22, 23, 25, 26, 29, 31, 32, 35, 38, 39, 42, 43, 44, 45, 46, 47, 48, 49, 53, 54, 55, 56, 58, 59, 61, 63, 64, 65, 68, 70, 71, 72, 73, 74, 75, 80, 81, 82, 85, 86, 88, 91, 92, 95, 99, 100]"
