student,exercise
1032,"[1, 3, 6, 8, 10, 15, 18, 20]"
1033,"[6, 8, 10, 12, 15, 16, 18, 20]"
1034,"[1, 7, 11, 16, 18, 20]"
1035,"[3, 7, 8, 11, 12, 13, 18]"
1036,"[1, 3, 6, 7, 8, 12, 15]"
1037,"[3, 4, 5, 8, 18]"
1038,"[10, 11, 20, 15]"
1039,"[3, 5, 9, 12, 18]"
1040,"[1, 3, 4, 5, 9, 10, 15, 16, 18, 20]"
1041,"[1, 3, 4, 5, 8, 10, 15, 16, 18]"
1042,"[3, 5, 8, 10, 11, 15, 16, 18, 19, 20]"
1043,"[4, 5, 8, 9, 11, 13, 15, 16, 18, 20]"
1044,"[2, 5, 6, 7, 8, 12, 15, 16, 18, 20]"
1045,"[2, 6, 7, 8, 10, 11, 12, 15, 18]"
1046,"[5, 6, 7, 10, 12, 15, 20]"
1047,"[3, 4, 5, 11, 15, 16, 20]"
1048,"[1, 3, 5, 8, 9, 10, 11, 15, 16, 18]"
1049,"[1, 2, 3, 8, 10, 11, 16, 18, 19, 20]"
1050,"[11, 12, 5]"
1051,"[6, 10, 12, 15, 16, 18]"
1052,"[5, 6, 8, 11, 12, 13, 15, 16, 18, 20]"
1053,"[1, 20]"
1054,"[3, 4, 5, 9, 10, 15, 16, 18, 20]"
1055,"[6, 7, 12, 15, 18, 19]"
1056,"[5, 6, 7, 8, 10, 12, 15]"
1057,"[8, 18, 6, 7]"
1058,"[4, 6, 12, 15, 18]"
1059,"[3, 5, 6, 7, 8, 9, 11, 12, 18, 19]"
1060,"[2, 6, 7, 8, 12, 15, 16, 18, 19, 20]"
1061,"[1, 3, 5, 8, 9, 10, 15, 16, 18, 20]"
1062,"[2, 5, 6, 8, 11, 12, 16, 18, 20]"
1063,"[3, 6, 7, 11, 12, 15, 18, 19]"
1064,"[3, 8, 9, 12, 15, 16, 18, 19, 20]"
1065,"[1, 4, 5, 8, 11, 16, 18, 19, 20]"
1066,"[2, 6, 8, 10, 12, 15, 16, 18, 19, 20]"
1067,"[1, 8, 9, 11, 13, 15, 16, 18, 19, 20]"
1068,"[4, 5, 8, 10, 15, 16, 18, 20]"
1069,"[1, 5, 6, 8, 14, 15, 17, 18]"
1070,"[1, 4, 5, 8, 11, 13, 15, 16, 18, 20]"
1071,"[3, 5, 6, 7, 8, 15, 18, 19]"
1072,"[3, 4, 5, 6, 8, 9, 12, 16, 18, 20]"
1073,"[1, 3, 13, 16, 18, 20]"
1074,"[3, 4, 5, 8, 9, 12, 15, 16, 18, 20]"
1075,"[3, 4, 7, 8, 12, 15]"
1076,"[8, 19, 12]"
1077,"[18, 20, 13, 6]"
1078,"[5, 9, 13, 15, 18]"
1079,"[2, 6, 7, 8, 12, 15, 16, 18, 20]"
1080,"[4, 5, 10, 15, 16, 18, 20]"
1081,"[1, 11, 12, 13, 15, 16, 20]"
1082,"[8, 12, 15, 19, 20]"
1083,"[3, 4, 5, 9, 10, 11, 15, 16, 18, 20]"
1084,"[1, 3, 5, 8, 15, 18]"
1085,"[3, 5, 8, 10, 12, 15, 16, 18]"
1086,"[1, 4, 5, 8, 9, 10, 16, 18, 20]"
1087,"[2, 6, 7, 8, 11, 12, 16, 18, 20]"
1088,"[2, 6, 7, 8, 11, 12, 13, 16, 18, 20]"
1089,"[2, 6, 7, 8, 11, 12, 15, 16, 18, 20]"
1090,"[2, 6, 7, 8, 16, 18, 19, 20]"
1091,"[1, 6, 7, 8, 11, 12, 15, 16, 18, 20]"
1092,"[3, 15]"
1093,"[4, 5, 10, 11, 20]"
1094,"[3, 5, 8, 10, 11, 13, 15, 16, 18, 20]"
1095,"[4, 5, 6, 8, 12, 15, 20]"
1096,"[3, 5, 9, 10, 11, 12, 13, 15, 18]"
1097,"[3, 5, 14, 15, 18, 20]"
1098,"[18, 19, 6, 15]"
1099,"[6, 12, 16, 18, 19]"
1100,"[6, 7, 8, 11, 19, 20]"
1101,"[7, 4, 5, 15]"
1102,"[4, 5, 6, 7, 15, 16, 20]"
1103,"[3, 5, 10, 11, 12, 13, 15, 16, 18, 20]"
1104,"[5, 6, 7, 10, 11, 12]"
1105,"[3, 6, 7, 10, 11, 12, 13, 15, 18]"
1106,"[4, 5, 8, 10, 12, 15, 16, 18, 20]"
1107,"[5, 6, 8, 9, 12, 15, 16, 18, 20]"
1108,"[1, 3, 4, 5, 8, 15, 16, 18, 20]"
1109,"[5, 8, 15, 16, 18]"
1110,"[4, 5, 9, 11, 12, 15, 18]"
1111,"[1, 3, 4, 5, 9, 15, 16, 18, 20]"
1112,"[1, 6, 7, 8, 10, 12, 15, 16, 18, 20]"
1113,"[4, 5, 6, 7, 9, 12, 15, 16, 18, 20]"
1114,"[3, 4, 5, 13, 16]"
1115,"[8, 11, 13, 15, 18, 20]"
1116,"[3, 4, 5, 15, 18]"
1117,"[2, 3, 6, 8, 11, 12, 13, 15, 18, 19]"
1118,"[8, 11, 13, 16, 18, 19, 20]"
1119,"[4, 5, 8, 10, 15, 16, 20]"
1120,"[8, 11, 4, 12]"
1121,"[3, 4, 5, 6, 7, 10, 12, 15, 18]"
1122,"[11, 12, 15]"
1123,"[3, 4, 5, 8, 10, 11, 15, 16, 18, 20]"
1124,"[1, 3, 5, 8, 10, 11, 15, 16, 18, 20]"
1125,"[2, 3, 10, 11, 13, 15, 18, 19, 20]"
1126,"[11, 20, 5, 15]"
1127,"[3, 4, 5, 8, 9, 10, 11, 15, 18, 20]"
1128,"[3, 5, 8, 11, 13, 15, 16, 18, 20]"
1129,"[2, 4, 5, 11, 13, 15, 16, 20]"
1130,"[4, 5, 6, 9, 12]"
1131,"[1, 5, 9, 11, 13, 16, 18]"
1132,"[4, 5, 6, 11, 12, 13, 15, 16, 18, 20]"
1133,"[6, 7, 8, 11, 12, 15, 16, 18, 19, 20]"
1134,"[8, 1, 16]"
1135,"[3, 4, 5, 6, 9, 12, 15, 16, 18]"
1136,"[1, 4, 5, 8, 15, 18, 20]"
1137,"[2, 3, 8, 11, 15, 18]"
1138,"[2, 3, 5, 8, 11, 13, 15, 18, 19, 20]"
1139,"[3, 4, 5, 6, 7, 8, 11, 12, 18]"
1140,"[9, 20, 5]"
1141,"[5, 7, 8, 11, 15, 18]"
1142,"[2, 11, 12, 6]"
1143,"[3, 5, 8, 9, 10, 11, 15, 16, 18, 20]"
1144,"[3, 5, 8, 10, 12, 15, 18]"
1145,"[2, 3, 6, 8, 12, 15, 20]"
1146,"[1, 3, 4, 8, 10, 15, 16, 18, 20]"
1147,"[3, 4, 5, 8, 11, 13, 15, 16]"
1148,"[1, 4, 5, 9, 11, 16, 18, 20]"
1149,"[3, 4, 5, 7, 8, 11, 12, 20]"
1150,"[5, 8, 9, 10, 11, 13, 16, 20]"
1151,"[1, 11, 13, 14, 16, 17, 18, 19]"
1152,"[16, 9, 12, 6]"
1153,"[6, 7, 8, 9, 11, 12, 16, 18, 19, 20]"
1154,"[5, 6, 7, 8, 12, 15, 16, 18, 19, 20]"
1155,"[6, 7, 12, 14, 17, 18, 20]"
1156,"[1, 5, 8, 9, 10, 15, 17]"
1157,"[19, 20, 12]"
1158,"[1, 4, 5, 8, 14, 16, 17, 20]"
1159,"[1, 8, 10, 11, 13, 15, 20]"
1160,"[1, 2, 8, 10, 11, 13, 15, 16, 19]"
1161,"[1, 2, 6, 8, 11, 12, 16, 18, 19, 20]"
1162,"[1, 8, 11, 12, 14, 16, 17, 18, 19, 20]"
1163,"[5, 8, 9, 10, 15, 16, 18, 20]"
1164,"[3, 6, 7, 8, 9, 12, 16, 18, 19]"
1165,"[6, 8, 11, 12, 13, 18, 19]"
1166,"[2, 5, 8, 11, 13, 15, 16, 18, 19]"
1167,"[1, 8, 10, 11, 13, 15, 16, 18, 19, 20]"
1168,"[2, 5, 8, 9, 10, 13, 19]"
1169,"[5, 6, 8, 9, 11, 12, 18, 19, 20]"
1170,"[2, 8, 15, 18, 19, 20]"
1171,[5]
1172,"[1, 5, 8, 9, 10, 15, 16, 18, 19, 20]"
1173,"[1, 5, 8, 9, 10, 11, 16, 18, 19, 20]"
1174,"[16, 18, 5, 6]"
1175,"[5, 6, 8, 9, 12, 20]"
1176,"[3, 8, 13, 15, 16, 20]"
1177,"[1, 2, 5, 8, 11, 16, 18, 19, 20]"
1178,"[1, 4, 5, 8, 11, 13, 14, 17, 18, 19]"
1179,"[1, 2, 6, 8, 11, 12, 14, 17]"
1180,"[1, 6, 7, 8, 11, 13, 14, 17]"
1181,"[8, 1, 18, 20]"
1182,[9]
1183,"[8, 10, 11, 12, 13, 15, 16, 19, 20]"
1184,"[1, 4, 5, 11, 14, 16, 17, 20]"
1185,"[1, 4, 5, 11, 14, 15, 16, 18, 20]"
1186,"[1, 8, 10, 11, 17, 19]"
1187,"[5, 6, 8, 11, 12, 13, 16, 18, 19]"
1188,"[3, 6, 8, 11, 12, 13, 15, 16, 19, 20]"
1189,"[1, 5, 8, 10, 11, 15, 18, 20]"
1190,[6]
1191,"[10, 13, 15, 16, 18, 20]"
1192,"[1, 8, 10, 16, 18, 20]"
1193,"[6, 8, 12, 13, 15, 16, 18, 20]"
1194,"[1, 3, 5, 9, 10, 15, 16, 18, 20]"
1195,"[8, 3, 11, 13]"
1196,"[6, 7, 8, 12, 15, 16, 19]"
1197,"[1, 8, 10, 14, 15, 16, 17, 18, 19]"
1198,"[1, 8, 10, 15, 16, 17, 19, 20]"
1199,"[8, 9, 13, 15, 16, 19, 20]"
1200,"[1, 6, 8, 10, 11, 12, 16, 19, 20]"
1201,"[1, 2, 8, 11, 13, 16, 18, 19, 20]"
1202,"[2, 8, 11, 13, 15, 18, 19]"
1203,"[5, 6, 7, 8, 20]"
1204,"[1, 3, 8, 10, 14, 15, 16, 17, 18]"
1205,"[1, 4, 5, 15, 16, 18, 20]"
1206,"[2, 11, 15, 16, 18]"
1207,"[1, 4, 9, 11, 15, 16, 18]"
1208,"[1, 6, 8, 11, 12, 15, 20]"
1209,"[3, 10, 13, 15, 16, 18, 20]"
1210,"[1, 5, 9, 10, 15, 20]"
1211,"[3, 8, 10, 14, 17, 18]"
1212,"[1, 8, 9, 10, 17, 20]"
1213,"[8, 13, 15, 19, 20]"
1214,"[8, 9]"
1215,"[1, 8, 15, 16, 17, 18, 19, 20]"
1216,"[16, 18, 20, 6]"
1217,"[1, 3, 5, 6, 8, 11, 12, 17, 18, 19]"
1218,"[8, 1, 11, 20]"
1219,"[1, 4, 5, 8, 9, 11, 15, 16, 18, 20]"
1220,"[5, 6, 8, 10, 11, 13, 15, 18]"
1221,"[1, 2, 6, 9, 11, 13, 19]"
1222,"[3, 5, 8, 9, 10, 15, 16, 18, 19, 20]"
1223,"[1, 4, 5, 8, 15, 18, 19, 20]"
1224,"[2, 8, 11, 12, 15, 16, 19]"
1225,"[6, 7, 9, 10, 12, 15, 16, 20]"
1226,"[1, 3, 5, 9, 15, 16, 18, 20]"
1227,"[8, 3, 5]"
1228,"[3, 10, 11, 16, 18, 20]"
1229,"[6, 7, 8, 12, 15, 16, 17, 19, 20]"
1230,"[1, 5, 8, 10, 11, 13, 15, 20]"
1231,"[1, 6, 7, 8, 11, 12, 14, 16, 18, 20]"
1232,"[1, 3, 8, 10, 11, 15, 16, 18, 19, 20]"
1233,"[2, 6, 7, 8, 11, 12, 16, 18, 19, 20]"
1234,"[4, 5, 8, 9, 10, 18, 20]"
1235,"[3, 10, 18, 4]"
1236,"[1, 3, 4, 5, 8, 9, 15, 16, 18, 20]"
1237,"[16, 1, 5, 6]"
1238,"[1, 5, 8, 15, 19, 20]"
1239,"[3, 4, 5, 8, 10, 11, 15, 16, 18, 20]"
1240,"[3, 5, 8, 10, 11, 13, 15, 16, 20]"
1241,"[6, 8, 10, 15, 16, 20]"
1242,"[4, 8, 11, 15, 16, 18]"
1243,"[1, 3, 4, 8, 10, 15, 18]"
1244,"[6, 7, 8, 10, 15, 18, 19, 20]"
1245,"[3, 8, 10, 11, 12, 16, 18, 19, 20]"
1246,"[6, 7, 11, 12, 13, 15, 16, 18, 20]"
1247,"[2, 5, 6, 7, 19, 20]"
1248,"[1, 10, 20]"
1249,"[5, 6, 7, 8, 9, 12, 15, 16, 18, 20]"
1250,"[1, 6, 7, 8, 11, 12, 13, 16, 19, 20]"
1251,"[16, 1, 10, 15]"
1252,"[1, 4, 5, 8, 9, 11, 15, 16, 18]"
1253,"[1, 3, 8, 14, 15, 16, 17, 18, 20]"
1254,"[5, 8, 10, 11, 13, 15, 16, 18, 19, 20]"
1255,"[1, 4, 5, 8, 11, 13, 16, 18, 19, 20]"
1256,"[1, 5, 8, 11, 13, 15, 16, 18, 19, 20]"
1257,"[1, 5, 8, 11, 13, 15]"
1258,"[8, 10, 3, 20]"
1259,"[6, 8, 11, 12, 13, 15, 16, 19, 20]"
1260,"[8, 11, 20]"
1261,"[1, 3, 10, 11, 13, 16]"
1262,"[6, 7, 8, 10, 12, 19]"
1263,"[5, 8, 10, 13, 18]"
1264,"[6, 8, 10, 11, 12, 13, 16, 19, 20]"
1265,"[1, 5, 11, 13, 14, 15, 16, 17, 18]"
1266,"[1, 5, 6, 8, 9, 12, 16, 18, 19, 20]"
1267,"[1, 6, 8, 10, 12, 15, 16, 18, 19, 20]"
1268,"[1, 3, 4, 5, 8, 15, 16, 18, 20]"
1269,"[11, 12, 7]"
1270,"[3, 5, 11, 13, 15]"
1271,"[1, 2, 5, 8, 11, 12, 15, 16, 18, 20]"
1272,"[1, 2, 3, 8, 9, 17]"
1273,"[1, 2, 6, 8, 11, 12, 14, 15, 16, 20]"
1274,"[11, 15, 18, 19, 20]"
1275,"[11, 20, 15, 7]"
1276,"[3, 6, 8, 9, 11, 12, 15, 16, 18, 20]"
1277,"[20, 7]"
1278,"[1, 5, 10, 11, 13, 20]"
1279,"[1, 3, 5, 9, 15, 16, 20]"
1280,"[2, 3, 6, 7, 10, 12, 15, 18]"
1281,"[2, 7, 8, 15, 18]"
1282,"[3, 5, 8, 10, 11, 13, 15, 16, 18, 20]"
1283,"[3, 5, 10, 11, 12, 13, 15, 18, 20]"
1284,"[9, 20, 5]"
1285,"[16, 3, 5, 15]"
1286,"[1, 3, 5, 8, 10, 11, 15, 18, 20]"
1287,"[1, 2, 6, 8, 12, 14, 16, 17, 18, 20]"
1288,"[6, 7, 8, 11, 16, 18, 19, 20]"
1289,"[1, 5, 6, 8, 12, 14, 16, 17, 18, 20]"
1290,"[5, 6, 8, 11, 12, 13, 15, 16, 18, 20]"
1291,"[3, 6, 7, 12, 16]"
1292,"[2, 6, 7, 8, 9, 11, 12, 15, 19, 20]"
1293,"[3, 5, 8, 10, 11, 13, 16, 18, 20]"
1294,"[6, 8, 11, 12, 13, 15, 16, 18, 19, 20]"
1295,"[1, 4, 5, 8, 9, 18, 20]"
1296,"[1, 8, 10, 11, 12, 15, 16, 18, 19, 20]"
1297,"[3, 4, 5, 8, 9, 11, 13, 16, 18, 20]"
1298,"[8, 19, 20, 5]"
1299,"[1, 5, 11, 13, 15, 18, 19]"
1300,"[1, 4, 5, 6, 7, 12, 15, 16, 18, 20]"
1301,"[1, 6, 7, 10, 12, 15, 16, 18, 20]"
1302,"[1, 2, 8, 11, 13, 14, 16, 17, 19, 20]"
1303,"[4, 5, 11, 14, 15, 18]"
1304,"[1, 4, 5, 6, 7, 12, 15, 16, 18, 20]"
1305,"[5, 6, 8, 12, 15, 16, 18, 19, 20]"
1306,"[2, 5, 6, 7, 8, 12, 15, 20]"
1307,"[1, 3, 4, 5, 8, 9, 15, 16, 18]"
1308,"[1, 5, 6, 7, 8, 9, 12, 16, 18, 20]"
1309,"[5, 8, 13, 16, 18, 20]"
1310,"[18, 20]"
1311,"[8, 15]"
1312,"[2, 18, 4]"
1313,"[2, 5, 8, 15, 16, 18, 19]"
1314,"[2, 6, 7, 8, 12, 15, 16, 18, 19, 20]"
1315,"[8, 18]"
1316,"[4, 8, 9, 11, 13]"
1317,"[1, 3, 6, 7, 10, 12, 15, 16, 20]"
1318,"[1, 3, 6, 7, 10, 12, 15, 17, 18]"
1319,"[2, 6, 13, 16, 20]"
1320,"[3, 5, 6, 8, 9, 11, 12, 18, 19, 20]"
1321,"[3, 5, 9, 10, 11, 13, 15, 16, 18, 20]"
1322,"[1, 6, 7, 8, 12, 14, 16, 17, 19, 20]"
1323,"[3, 4, 5, 6, 7, 12, 16, 18, 20]"
1324,"[1, 3, 5, 8, 10, 11, 15, 16, 18]"
1325,"[1, 5, 7, 15, 18]"
1326,"[1, 3, 5, 8, 10, 15, 16, 18]"
1327,"[1, 4, 5, 8, 9, 15, 16, 20]"
1328,"[9, 11, 20, 15]"
1329,"[2, 9, 15, 16, 18, 19, 20]"
1330,"[3, 4, 5, 10, 11, 13, 15, 16, 20]"
1331,"[1, 2, 3, 8, 10, 15, 16, 19, 20]"
1332,"[1, 3, 15]"
1333,"[3, 5, 6, 7, 8, 11, 12, 13, 18, 19]"
1334,"[2, 5, 11, 13, 16]"
1335,"[6, 7, 12, 16, 20]"
1336,"[3, 7, 10, 11, 12]"
1337,"[2, 8, 11, 16, 18]"
1338,"[3, 5, 10, 11, 16, 20]"
1339,"[3, 6, 7, 13, 15, 18]"
1340,"[1, 9, 10, 11, 13, 15, 16, 18, 20]"
1341,"[2, 8, 10, 11, 13, 16, 19, 20]"
1342,"[3, 4, 5, 8, 9, 10, 16, 18, 20]"
1343,"[3, 4, 5, 14, 15, 16, 17, 18, 20]"
1344,"[1, 2, 5, 6, 8, 11, 12, 13, 19]"
1345,"[5, 8, 9, 11, 16, 18, 19]"
1346,"[6, 7, 8, 9, 12, 15, 16, 18, 20]"
1347,"[6, 8, 11, 12, 13, 15, 16, 18, 19]"
1348,"[2, 5, 6, 11, 13, 18, 19]"
1349,"[3, 5, 8, 9, 11, 13, 15, 16, 18, 20]"
1350,"[2, 6, 7, 8, 12, 13, 16, 18, 20]"
1351,"[8, 11, 6, 7]"
1352,"[2, 3, 10, 11, 12, 18]"
1353,"[1, 8, 11, 13, 16, 17, 18, 19, 20]"
1354,"[1, 3, 5, 8, 9, 11, 13, 18, 20]"
1355,"[6, 8, 11, 12, 13, 15, 16, 19, 20]"
1356,"[4, 20]"
1357,"[1, 3, 8, 9, 11, 13, 15, 16, 18, 20]"
1358,"[1, 4, 5, 8, 9, 11, 15, 16, 18, 20]"
1359,"[4, 5, 10, 11, 15, 16, 18]"
1360,"[4, 11, 15, 16, 18, 19, 20]"
1361,"[6, 8, 10, 11, 12, 13, 15, 16, 18, 20]"
1362,"[9, 11, 5, 15]"
1363,"[4, 5, 6, 7, 11, 12, 13, 16, 18, 20]"
1364,"[5, 8, 9, 11, 16, 18, 19, 20]"
1365,"[5, 8, 9, 11, 13, 15, 16, 18, 20]"
1366,"[3, 4, 5, 8, 9, 11, 16, 19]"
1367,"[1, 3, 8, 10, 11, 13, 16, 19]"
1368,"[1, 3, 5, 8, 9, 15, 16]"
1369,"[8, 9, 15, 16, 18]"
1370,"[1, 6, 8, 11, 12, 13, 15, 16, 18, 20]"
1371,"[5, 8, 9, 10, 11, 13, 15, 16, 18, 20]"
1372,"[2, 3, 5, 8, 11, 13, 18]"
1373,[5]
1374,"[6, 7, 9, 13, 19, 20]"
1375,"[6, 10, 11, 12, 15, 20]"
1376,"[5, 6, 8, 11, 12, 16, 18, 19, 20]"
1377,"[2, 6, 8, 11, 12, 13, 18, 19]"
1378,"[2, 3, 8, 9, 11, 18, 19, 20]"
1379,"[9, 10]"
1380,"[4, 5, 8, 10, 14, 15]"
1381,"[2, 4, 5, 8, 11, 13, 16, 18, 20]"
1382,"[4, 5, 6, 7, 9, 12, 15, 16, 18, 20]"
1383,"[11, 15]"
1384,"[1, 4, 5, 8, 9, 15, 18, 20]"
1385,"[1, 8, 11, 14, 17, 19, 20]"
1386,"[5, 8, 9, 10, 15, 16, 19, 20]"
1387,"[1, 2, 3, 8, 10, 11, 15, 16, 18, 19]"
1388,"[1, 3, 11, 13, 16, 18, 20]"
1389,"[1, 2, 8, 9, 10, 11, 15, 16, 18]"
1390,"[3, 6, 8, 9, 10, 12, 15, 16, 18, 20]"
1391,"[1, 3, 5, 10, 14, 15, 16, 18, 20]"
1392,"[1, 2, 8, 10, 14, 15, 16, 18, 19, 20]"
1393,"[1, 8, 14, 19, 20]"
1394,"[7, 8, 10, 11, 12, 16, 19]"
1395,"[6, 7, 8, 10, 11, 12, 15, 16, 20]"
1396,"[3, 9, 10, 11, 13, 15, 16, 18, 20]"
1397,"[1, 8, 10, 14, 15, 16, 19]"
1398,"[18, 19]"
1399,"[2, 6, 12, 15, 16, 18, 19, 20]"
1400,"[2, 8, 11, 12, 16, 20]"
1401,"[1, 5, 8, 11, 14, 17, 18, 19]"
1402,"[3, 5, 11, 15, 16, 18]"
1403,"[2, 3, 6, 8, 11, 15, 16, 18, 19, 20]"
1404,"[1, 2, 6, 8, 11, 12, 13, 18, 19, 20]"
1405,"[9, 10, 11, 13, 15, 16, 18, 20]"
1406,"[1, 2, 8, 11, 14, 16, 17, 18, 19, 20]"
1407,"[16, 9, 18, 13]"
1408,"[4, 5, 8, 10, 11, 15, 16, 18, 20]"
1409,"[2, 3, 6, 7, 8, 11, 12, 13, 18, 19]"
1410,"[1, 5, 6, 7, 8, 11, 12, 16, 18, 20]"
1411,"[1, 4, 5, 8, 10, 11, 15, 16, 18, 20]"
1412,"[1, 18]"
1413,"[19, 10, 3]"
1414,"[2, 8, 10, 12, 15, 16, 19, 20]"
1415,"[3, 5, 8, 9, 11, 15, 18, 20]"
1416,"[3, 5, 6, 7, 8, 10, 12, 15, 20]"
1417,"[3, 5, 8, 9, 11, 13, 15, 16, 18, 20]"
1418,"[1, 3, 8, 14, 15, 16, 18, 20]"
1419,"[1, 3, 4, 5, 9, 10, 15, 16, 18, 20]"
1420,"[2, 5, 6, 7, 8, 11, 12, 13, 18, 20]"
1421,"[9, 5, 15]"
1422,"[8, 1]"
1423,"[1, 3, 4, 5, 8, 9, 15, 16, 18, 20]"
1424,"[1, 8, 9, 11, 15, 16, 18]"
1425,"[1, 8, 10, 11, 15, 16, 18, 19, 20]"
1426,"[8, 12, 14, 15, 16, 19, 20]"
1427,"[1, 6, 7, 8, 12, 15, 16, 20]"
1428,"[3, 6, 8, 9, 11, 13, 15, 18, 20]"
1429,"[5, 6, 8, 9, 11, 13, 15, 16, 18, 20]"
1430,"[3, 6, 7, 9, 10, 12, 15, 16, 20]"
1431,"[1, 3, 5, 8, 9, 10, 15, 16, 18, 20]"
1432,"[1, 11, 14, 15, 16, 17, 18, 19, 20]"
1433,"[18, 15]"
1434,"[3, 5, 6, 7, 10, 11, 12, 13, 15, 18]"
1435,"[3, 5, 8, 15, 16, 18, 19, 20]"
1436,"[2, 6, 7, 8, 11, 12, 18, 20]"
1437,"[3, 4, 5, 6, 7, 10, 12, 15, 18, 20]"
1438,"[2, 5, 8, 15, 19]"
1439,"[1, 5, 9, 10, 11, 13, 15, 16, 18, 20]"
1440,"[16, 9, 4]"
1441,"[1, 3, 4, 5, 8, 10, 15, 16, 18, 20]"
1442,"[1, 2, 4, 5, 8, 14, 15, 16, 18, 20]"
1443,"[6, 7, 8, 12, 16, 18]"
1444,"[6, 8, 12, 13, 16, 18, 20]"
1445,"[1, 5, 10, 15, 18]"
1446,"[1, 3, 4, 5, 9, 10, 15, 16, 18, 20]"
1447,"[2, 4, 5, 11, 13, 15, 18, 20]"
1448,"[3, 4, 5, 8, 10, 18, 20]"
1449,"[3, 4, 5, 8, 10, 15, 16, 20]"
1450,"[2, 3, 5, 8, 10, 15, 18, 19, 20]"
1451,"[3, 5, 6, 9, 12, 15, 16, 18, 20]"
1452,"[3, 5, 10, 11, 12, 13, 15, 16, 18, 20]"
1453,"[4, 5, 7, 8, 9]"
1454,"[3, 4, 5, 6, 7, 8, 12, 16, 20]"
1455,"[3, 4, 5, 6, 7, 11, 12, 15, 18, 20]"
1456,"[4, 5, 6, 8, 9, 12, 15, 16, 18, 20]"
1457,"[3, 4, 5, 6, 7, 8, 11, 12, 15, 18]"
1458,"[1, 3, 5, 8, 11, 13, 15, 16, 18, 20]"
1459,"[1, 8, 15, 16, 18]"
1460,"[6, 8, 9, 11, 12, 13, 15, 18]"
1461,"[1, 3, 5]"
1462,"[5, 6, 8, 12, 20]"
1463,"[1, 5, 10, 11, 16, 18, 20]"
1464,"[3, 4, 8, 11, 13, 15, 16, 18, 20]"
1465,"[2, 5, 6, 7, 11, 12, 13, 18, 19]"
1466,"[8, 12, 15]"
1467,"[3, 4, 5, 8, 11, 12, 15]"
1468,"[3, 6, 7, 8, 9, 10, 12, 15, 18]"
1469,"[2, 6, 7, 8, 13, 18, 19]"
1470,"[3, 6, 7, 11, 12, 19, 20]"
1471,"[3, 5, 8, 10, 11, 15, 16, 18, 19, 20]"
1472,"[6, 7, 8, 12, 16, 18, 19]"
1473,"[3, 6, 10, 11, 12, 13, 15, 20]"
1474,"[2, 6, 7, 8, 12, 13, 20]"
1475,"[1, 3, 5, 6, 7, 9, 12, 15, 18]"
1476,"[2, 6, 7, 8, 12, 15, 16, 18, 19, 20]"
1477,"[5, 6]"
1478,"[1, 5, 8, 10, 11, 13, 15, 16, 18, 20]"
1479,"[3, 4, 5, 6, 8, 9, 11, 12, 13, 18]"
1480,"[3, 8, 10, 12, 15, 16, 18, 20]"
1481,"[3, 4, 5, 8, 10, 11, 16, 18, 20]"
1482,"[3, 4, 5, 6, 7, 10, 11, 12, 15, 18]"
1483,"[2, 6, 8, 11, 12, 13, 18, 19, 20]"
1484,"[3, 5, 6, 7, 8, 12, 15, 16, 18, 20]"
1485,"[3, 4, 5, 9, 10, 12, 16, 18, 20]"
1486,"[7, 11, 13, 15, 16]"
1487,"[8, 9, 10, 11, 13, 15, 16, 18, 20]"
1488,"[4, 5, 6, 7, 8, 9, 12, 15, 18]"
1489,"[8, 11, 15]"
1490,"[2, 8, 9, 11, 13, 16, 20]"
1491,"[5, 6, 7, 8, 9, 12, 18]"
1492,"[8, 10, 11, 20]"
1493,"[1, 5, 9, 10, 16, 18, 20]"
1494,"[5, 8, 9, 10, 11, 15, 18, 20]"
1495,"[1, 10, 3, 5]"
1496,"[1, 5, 8, 15, 16]"
1497,"[3, 4, 5, 6, 8, 11, 12, 13, 18]"
1498,[19]
1499,"[1, 3, 4, 5, 8, 16, 18, 20]"
1500,"[1, 3, 6, 8, 11, 12, 18]"
1501,"[1, 5, 8, 9, 14, 15, 16, 18, 20]"
1502,"[3, 6, 8, 10, 11, 12, 15, 16, 18, 20]"
1503,"[3, 4, 5, 11, 12, 15, 16, 18, 20]"
1504,"[3, 4, 5, 6, 8, 10, 12, 15, 18, 20]"
1505,"[3, 4, 10, 12, 15, 16, 18]"
1506,"[2, 3, 4, 5, 8, 9, 16, 18, 19, 20]"
1507,"[3, 4, 8, 9, 10, 11, 15, 20]"
1508,"[1, 4, 5, 8, 11, 13, 16, 18, 20]"
1509,"[3, 5, 6, 11, 12, 13, 15, 18]"
1510,"[3, 9, 11, 12, 13, 18]"
1511,"[3, 4, 5, 8, 10, 11, 15, 18, 20]"
1512,"[1, 8, 11, 15, 18, 19, 20]"
1513,"[10, 11, 13, 15, 16, 20]"
1514,"[10, 20, 6]"
1515,"[3, 10, 11, 13, 15, 18, 20]"
1516,"[5, 6, 7, 8, 9, 12, 18, 20]"
1517,"[1, 3, 7, 8, 9, 12, 18, 20]"
1518,"[1, 5, 8, 16, 18, 19, 20]"
1519,"[3, 5, 6, 7, 10, 12, 15, 16, 18, 20]"
1520,"[1, 3, 4, 5, 8, 11, 18, 19, 20]"
1521,"[1, 5, 6, 10, 15, 18, 20]"
1522,"[1, 5, 6, 7, 8, 12, 15, 16, 18]"
1523,"[5, 8, 11, 13, 19]"
1524,"[8, 9, 3, 5]"
